	0.7482725083827972	180.909
0	0.104760617017746	390.8834
1	0.4611740410327911	198.3741
2	0.8176621794700623	424.3595
3	0.1740756034851074	264.0116
4	0.5305637717247009	351.899
5	0.8869958221912384	308.9712
6	0.2434653043746948	464.8587
7	0.5998973846435547	-15.52618
8	0.9563668668270112	520.5992
9	0.312798947095871	353.2735
10	0.669268399477005	255.3521
11	0.0257005095481873	289.7608
12	0.3821699619293213	463.3052
13	0.7386020720005035	369.5339
14	0.0950528383255005	353.8706
15	0.4515036046504974	115.2453
16	0.8079543709754944	551.3109
17	0.1644051671028137	220.3662
18	0.5208559632301331	353.4965
19	0.8773253858089447	258.8683
20	0.233776181936264	385.7531
21	0.590226948261261	447.1862
22	0.946677714586258	284.0667
23	0.303147166967392	195.2145
24	0.6595792770385742	210.5534
25	0.0160486996173859	216.2246
26	0.3724808096885681	473.5141
27	0.7289502918720245	414.2236
28	0.0853823721408844	161.8618
29	0.4418705105781555	280.4337
30	0.7982839047908783	229.4276
31	0.1547720432281494	569.9673
32	0.5111854672431946	306.8903
33	0.8676736056804657	321.0964
34	0.2241057157516479	495.2809
35	0.5805564820766449	387.5949
36	0.9370072484016418	327.3055
37	0.2934580147266388	449.8467
38	0.6499088108539581	365.8032
39	0.0063596069812775	-74.93673
40	0.3628103733062744	539.4421
41	0.7192611396312714	525.2102
42	0.0757119357585907	71.38058
43	0.43216273188591	512.7263
44	0.7886134684085846	237.9831
45	0.1450642645359039	551.6255
46	0.5015523731708527	298.7495
47	0.8579658269882202	270.4026
48	0.2144539356231689	464.324
49	0.5708860456943512	219.0406
50	0.9273554980754852	270.4256
51	0.2837875783443451	335.5156
52	0.6402570605278015	98.98339
53	0.9966891407966614	298.2422
54	0.3531585931777954	624.5782
55	0.7095906734466553	96.54667
56	0.0660601556301117	214.8452
57	0.4224922358989716	219.1962
58	0.7789430022239685	349.5046
59	0.1353937983512878	300.5585
60	0.4918445646762848	221.5534
61	0.8482953608036041	554.3856
62	0.2047460973262787	278.8643
63	0.561196893453598	351.5098
64	0.9176663160324096	118.081
65	0.274117112159729	463.1156
66	0.6305679082870483	366.5051
67	0.9870186746120452	297.6121
68	0.3434694409370422	318.7414
69	0.6999388933181763	141.8748
70	0.0563710033893585	472.6435
71	0.4128404557704926	399.8954
72	0.7692725360393524	369.9681
73	0.1257607042789459	129.2742
74	0.4821741282939911	423.9455
75	0.8386622667312622	70.69452
76	0.195075660943985	721.5869
77	0.5515637993812561	311.6718
78	0.9079772233963012	286.6289
79	0.2644653618335724	254.8078
80	0.6208974421024323	366.4804
81	0.9773482382297516	196.6172
82	0.3337990343570709	395.1452
83	0.6902497708797455	371.2722
84	0.0467005670070648	289.2062
85	0.4031513333320618	416.3122
86	0.7596021294593811	174.4869
87	0.1160528659820557	248.2403
88	0.472503662109375	212.6676
89	0.8289544582366943	90.68662
90	0.1854052245616913	433.0092
91	0.5418559908866882	304.7107
92	0.898344099521637	377.4532
93	0.2547575533390045	426.3369
94	0.6112456619739532	465.3461
95	0.9676777720451356	188.9034
96	0.3241471946239471	582.1022
97	0.6805793046951294	300.0345
98	0.0370487868785858	272.8117
99	0.3934808671474457	336.2268
100	0.7499503195285797	312.6203
101	0.1063823997974396	476.8369
102	0.462851881980896	346.2951
103	0.8192839622497559	166.7945
104	0.1757347583770752	301.7061
105	0.5321855247020721	265.7849
106	0.8886363208293915	244.3831
107	0.2450871169567108	301.1537
108	0.6015378832817078	438.2347
109	0.9580073356628418	367.3759
110	0.3144581019878387	331.4174
111	0.6709088683128357	220.7923
112	0.0273596346378326	172.7283
113	0.383810430765152	315.35
114	0.7402612268924713	225.9911
115	0.096730649471283	379.0452
116	0.4531627595424652	252.5324
117	0.8096321821212769	578.0334
118	0.1660643219947815	401.2261
119	0.5225524306297302	102.3878
120	0.8789658546447754	171.3545
121	0.2354539930820465	464.648
122	0.5918674170970917	26.36759
123	0.9483555555343628	318.5868
124	0.3047876358032227	420.5198
125	0.6612570881843567	293.0692
126	0.0176891684532166	328.0908
127	0.3741399645805359	493.7386
128	0.7305907309055328	264.0706
129	0.0870414972305298	29.10511
130	0.4434922933578491	243.7556
131	0.7999430596828461	268.3061
132	0.1563938558101654	395.3139
133	0.51284459233284	156.6969
134	0.8692953884601593	54.88111
135	0.2257461547851562	441.004
136	0.5821969509124756	382.4591
137	0.9386477172374724	245.2755
138	0.2951358556747437	426.0497
139	0.6515679955482483	444.4626
140	0.0080374181270599	184.603
141	0.3644695281982422	387.7619
142	0.7209389507770538	421.6396
143	0.0773710906505585	201.2217
144	0.4338405132293701	204.3469
145	0.7902726233005524	324.5813
146	0.1467420756816864	269.9007
147	0.5031741559505463	250.202
148	0.8596622943878174	362.9262
149	0.2160757184028625	558.5484
150	0.5725265145301819	247.9709
151	0.9289772510528564	468.6909
152	0.2854280471801758	538.4493
153	0.6418788433074951	294.7073
154	0.9983482658863068	286.4846
155	0.3547990620136261	232.2621
156	0.711249828338623	457.2994
157	0.0677006244659424	407.7064
158	0.4241513609886169	207.1835
159	0.7806021571159363	-12.31071
160	0.1370529234409332	315.778
161	0.4935223758220673	273.2966
162	0.8499544858932495	242.9648
163	0.2064425945281982	329.3252
164	0.5628560483455658	95.97173
165	0.9193441569805144	313.6147
166	0.2757575809955597	484.363
167	0.6322456896305084	325.2567
168	0.988659143447876	194.1633
169	0.3451473116874695	375.983
170	0.701579362154007	296.3785
171	0.0580488443374634	239.933
172	0.4144809246063232	296.8783
173	0.7709317207336426	160.4793
174	0.1273824870586395	93.98265
175	0.4838332831859589	109.5017
176	0.8402840197086334	283.6059
177	0.1967348158359528	401.6065
178	0.5531856119632721	286.586
179	0.909636378288269	169.6055
180	0.266087144613266	402.3781
181	0.6225379109382629	647.6896
182	0.979026049375534	343.5691
183	0.3354394733905792	307.8666
184	0.6919276118278503	227.8791
185	0.0483597218990326	275.7094
186	0.4048291444778442	402.8372
187	0.7612612545490265	373.3396
188	0.1177307069301605	135.2184
189	0.4741628170013428	276.6681
190	0.8306322395801544	413.5855
191	0.1870643496513367	425.0958
192	0.5435338020324707	150.5497
193	0.899965912103653	272.2056
194	0.2564540505409241	348.4544
195	0.6128674447536469	257.9206
196	0.9693182408809662	502.6081
197	0.3257690072059631	441.4152
198	0.6822197735309601	305.8091
199	0.0386892259120941	192.0012
200	0.3951399922370911	517.0063
201	0.7515907883644104	331.4856
202	0.1080415546894073	95.12798
203	0.4644923508167267	206.7348
204	0.8209431171417236	141.9721
205	0.1774125993251801	525.7853
206	0.5338446795940399	257.2119
207	0.890314131975174	294.7914
208	0.2467462122440338	441.783
209	0.6032343506813049	191.1616
210	0.9596478044986724	191.9666
211	0.3161359131336212	384.5431
212	0.6725493371486664	171.0991
213	0.0290374457836151	143.858
214	0.3854695856571198	291.5305
215	0.7419390082359314	41.4142
216	0.0983711183071136	355.751
217	0.4548405706882477	552.7241
218	0.8112726807594299	362.8351
219	0.1677234470844269	310.8748
220	0.5241742134094238	390.59
221	0.8806250095367432	385.6339
222	0.2370757758617401	458.2152
223	0.5935265421867371	185.9199
224	0.949977308511734	140.8705
225	0.3064281046390533	587.8374
226	0.6628789007663727	525.3525
227	0.0193296372890472	-71.007
228	0.3758177757263184	614.6185
229	0.7322498559951782	271.2537
230	0.0887193381786346	234.1307
231	0.4451514184474945	376.6416
232	0.8016208708286285	108.742
233	0.1580529808998108	487.1286
234	0.5145224332809448	174.928
235	0.8709545433521271	204.7033
236	0.2274239957332611	308.5051
237	0.5838561058044434	246.7799
238	0.940344214439392	-23.33712
239	0.2967576682567596	303.521
240	0.6532457768917084	284.0461
241	0.0096592009067535	381.2001
242	0.3661099970340729	485.9237
243	0.7225607633590698	241.4579
244	0.0790302157402039	193.6088
245	0.4354809820652008	151.7162
246	0.7919317781925201	536.7635
247	0.1483825147151947	252.3028
248	0.504833310842514	519.2537
249	0.8612841069698334	217.4239
250	0.2177348732948303	223.005
251	0.5742043256759644	324.1921
252	0.9306364059448242	376.0385
253	0.2871245443820953	416.9234
254	0.6435379683971405	336.3003
255	2.61068344116e-05	158.9515
256	0.3564395010471344	661.1967
257	0.7129276394844055	352.6836
258	0.0693410933017731	312.2503
259	0.4258292019367218	351.8154
260	0.782261312007904	427.3263
261	0.1387307345867157	376.6441
262	0.4951628446578979	252.2346
263	0.851632297039032	399.4443
264	0.2080644071102142	194.3138
265	0.5645151734352112	23.78145
266	0.920965939760208	584.9228
267	0.2774167358875275	671.5279
268	0.6338675022125244	96.55133
